EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated,Tenure,EmploymentStatus
106139,2019,38,Travel_Rarely,537,Corporate Functions,17,Diploma,1321,1,Female,33,3,3,Married,4540,13333,0,No,11,3,1,0,9,5,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106140,2019,35,Travel_Rarely,1242,Sales,10,Doctorate,1382,3,Male,52,3,3,Married,5004,18555,1,No,13,3,3,0,6,3,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106141,2019,33,Travel_Rarely,911,Sales,2,Masters,970,3,Male,41,2,2,Divorced,10685,19488,2,No,16,3,2,0,12,3,3,3,3,3,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L3,6.0,Still Employed
106142,2019,41,Travel_Rarely,510,Sales,1,Masters,613,1,Male,62,2,3,Married,6809,2127,2,No,16,3,1,0,10,2,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,6.0,Still Employed
106143,2019,40,Travel_Rarely,465,Marketing,13,Masters,227,1,Female,56,2,3,Married,2450,4609,3,No,12,3,1,1,12,2,2,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,6.0,Still Employed
106144,2019,41,Travel_Frequently,767,Delivery,7,Bachelors,738,2,Male,41,3,3,Single,10269,15462,1,No,15,3,3,0,13,3,2,3,1,3,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L3,6.0,Still Employed
106145,2019,29,Travel_Rarely,1284,Marketing,9,Doctorate,1207,3,Male,60,2,3,Single,4882,20704,1,No,15,3,1,0,7,3,3,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106146,2019,36,Travel_Rarely,559,Product,17,Bachelors,1541,3,Male,81,2,2,Married,6750,8864,5,No,17,3,3,0,8,2,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106147,2019,51,Travel_Rarely,1283,Corporate Functions,10,Masters,453,3,Male,83,2,3,Single,3215,3298,4,No,13,3,2,1,10,3,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L1,6.0,Still Employed
106148,2019,32,Travel_Rarely,1006,Product,5,Bachelors,1894,2,Male,72,3,1,Married,3106,6229,3,No,19,3,2,1,8,1,3,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,6.0,Still Employed
106149,2019,51,Travel_Rarely,635,HR,20,Diploma,204,2,Male,85,3,4,Married,9518,23282,2,No,15,3,2,1,11,3,1,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L3,6.0,Still Employed
106150,2019,41,Travel_Rarely,184,Marketing,12,Diploma,536,1,Male,72,3,2,Married,8968,24384,1,No,13,3,3,1,9,5,2,3,2,2,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L3,6.0,Still Employed
106151,2019,37,Travel_Rarely,1242,Product,15,Diploma,1330,2,Male,76,3,2,Divorced,5392,5838,2,No,16,3,1,0,6,1,2,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,6.0,Still Employed
106152,2019,30,Travel_Rarely,348,HR,5,Diploma,2049,1,Male,73,3,1,Married,9927,3754,0,No,18,3,2,0,9,2,3,3,2,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106153,2019,38,Travel_Rarely,906,Delivery,19,Diploma,894,2,Male,97,3,1,Single,4337,11627,1,No,12,3,3,1,7,2,2,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106154,2019,33,Travel_Frequently,1084,HR,13,Bachelors,1744,3,Male,64,3,2,Married,4909,26185,4,No,12,3,3,0,9,2,3,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106155,2019,44,Travel_Rarely,183,Sales,3,Bachelors,621,1,Female,42,3,3,Married,3975,19654,1,No,14,3,1,0,12,2,3,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L1,6.0,Still Employed
106156,2019,36,Travel_Rarely,1217,Delivery,7,Diploma,1954,2,Male,60,3,4,Divorced,5046,13842,1,No,13,3,4,0,10,1,3,3,2,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,6.0,Still Employed
106157,2019,38,Travel_Frequently,538,Product,3,Doctorate,510,3,Male,67,2,3,Married,9753,2795,3,No,11,3,3,1,18,3,2,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106158,2019,48,Travel_Rarely,1425,HR,11,Masters,394,3,Female,51,2,2,Divorced,19870,17144,2,No,14,3,1,0,21,4,3,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L5,6.0,Still Employed
106159,2019,32,Travel_Rarely,671,Product,4,Masters,1224,1,Male,80,3,3,Divorced,8845,24552,1,No,16,3,4,1,7,2,3,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106160,2019,34,Travel_Rarely,353,Product,2,Bachelors,1449,2,Male,76,1,1,Married,10169,4118,1,No,20,3,2,0,15,2,3,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106161,2019,38,Travel_Rarely,601,Delivery,8,Bachelors,563,3,Female,64,3,2,Married,3654,17802,2,No,13,3,1,1,10,3,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,6.0,Still Employed
106162,2019,32,Travel_Rarely,803,Product,6,Diploma,1610,3,Female,67,2,1,Married,5832,15674,2,No,12,3,1,1,11,2,2,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106163,2019,37,Travel_Rarely,630,Corporate Functions,3,Diploma,895,3,Female,37,3,2,Married,5147,23364,2,No,14,3,1,0,9,3,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106164,2019,33,Travel_Frequently,494,Corporate Functions,12,Masters,777,3,Male,78,4,3,Single,5399,20020,1,No,12,3,2,0,8,2,3,3,3,2,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106165,2019,54,Travel_Rarely,1457,Sales,12,Bachelors,1377,3,Male,51,3,3,Divorced,10490,20446,4,No,12,3,3,0,26,4,2,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L3,6.0,Still Employed
106166,2019,37,Travel_Rarely,1041,Sales,20,Doctorate,873,2,Female,83,2,1,Married,4390,11602,1,No,12,3,3,0,9,2,2,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,6.0,Still Employed
106167,2019,46,Travel_Rarely,704,HR,14,Bachelors,737,3,Male,42,2,1,Single,4972,11840,2,No,12,3,4,0,19,2,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106168,2019,49,Travel_Rarely,363,Sales,5,Masters,1389,3,Male,45,2,4,Divorced,5002,16682,3,No,15,3,2,0,11,2,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106169,2019,29,Travel_Rarely,975,Corporate Functions,12,Masters,89,3,Female,56,2,4,Single,4336,20929,2,No,21,3,3,0,9,2,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106170,2019,40,Travel_Rarely,1085,Marketing,3,Doctorate,1693,2,Male,67,1,2,Married,5766,23871,1,Yes,14,3,1,0,12,4,3,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106171,2019,38,Travel_Rarely,641,HR,5,Diploma,560,3,Male,73,3,2,Married,11866,23202,5,No,11,3,2,1,16,2,3,3,2,3,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,6.0,Still Employed
106172,2019,34,Travel_Rarely,1074,Sales,14,Doctorate,1235,3,Male,89,3,1,Married,8762,21262,1,No,14,3,4,2,13,2,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106173,2019,34,Travel_Rarely,810,Corporate Functions,1,Bachelors,160,2,Female,74,3,2,Married,6342,7313,3,No,15,3,2,1,11,3,3,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106174,2019,38,Travel_Rarely,657,Marketing,9,Bachelors,972,2,Male,59,3,1,Married,2557,7436,1,No,15,3,3,0,6,0,3,3,2,2,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,6.0,Still Employed
106175,2019,31,Travel_Rarely,596,HR,13,Masters,985,3,Male,43,3,3,Married,5829,17376,0,No,11,3,2,2,10,1,1,3,3,3,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,6.0,Still Employed
106176,2019,32,Travel_Frequently,1212,Sales,1,Diploma,1566,3,Male,63,3,1,Married,4053,25191,3,No,14,3,1,0,8,2,1,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,6.0,Still Employed
106177,2019,46,Travel_Rarely,405,Corporate Functions,12,Diploma,1466,3,Female,91,3,2,Married,6392,13461,7,No,14,3,2,1,15,2,3,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106178,2019,36,Travel_Rarely,713,Sales,1,Masters,676,3,Male,43,3,1,Married,4257,9869,1,No,22,3,3,1,7,1,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106179,2019,33,Travel_Rarely,280,HR,2,Bachelors,1554,2,Male,49,2,3,Single,5991,22775,3,Yes,14,3,3,0,10,3,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106180,2019,34,Travel_Rarely,371,Product,17,Bachelors,1523,2,Male,58,3,3,Married,4994,17188,2,No,13,3,1,1,9,2,3,3,3,3,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106181,2019,27,Travel_Frequently,1407,Marketing,3,Doctorate,700,3,Female,71,3,3,Married,4658,16671,1,No,19,3,2,2,6,3,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106182,2019,35,Travel_Rarely,785,HR,2,Masters,1471,3,Male,68,2,2,Married,7033,12138,2,No,13,3,3,0,9,2,3,3,3,3,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106183,2019,38,Travel_Rarely,543,Sales,9,Bachelors,1833,3,Male,57,3,2,Married,3012,6129,4,No,20,3,2,1,11,1,2,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L1,6.0,Still Employed
106184,2019,32,Non-Travel,789,HR,4,Masters,1472,3,Female,66,2,2,Married,5929,15630,3,No,12,3,1,1,11,2,2,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106185,2019,31,Travel_Rarely,1310,Delivery,15,Masters,585,1,Male,70,2,1,Divorced,2592,8752,0,No,21,4,3,0,6,3,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,6.0,Still Employed
106186,2019,34,Travel_Rarely,1403,Marketing,5,Diploma,432,4,Male,35,3,2,Single,2167,15005,3,No,14,3,2,0,11,2,2,3,3,2,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,6.0,Still Employed
106187,2019,43,Travel_Rarely,399,Marketing,6,Masters,1325,2,Male,90,3,3,Divorced,19308,15520,2,No,13,3,2,0,23,3,2,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L5,6.0,Still Employed
106188,2019,28,Travel_Rarely,906,Delivery,4,Bachelors,579,2,Female,60,3,1,Married,2419,4102,1,No,13,3,3,1,6,3,3,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,6.0,Still Employed
106189,2019,32,Travel_Rarely,609,Delivery,1,Doctorate,833,1,Female,47,3,1,Single,4040,21805,1,No,21,3,1,1,8,4,2,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106190,2019,39,Travel_Rarely,189,Product,10,Diploma,631,2,Male,86,3,3,Single,6739,12502,3,No,12,3,2,1,12,3,2,3,3,3,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106191,2019,32,Non-Travel,856,Product,2,Bachelors,1698,4,Male,41,2,2,Married,5614,25475,1,No,12,3,2,1,8,3,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,6.0,Still Employed
106192,2019,37,Travel_Rarely,1443,Delivery,1,Bachelors,1967,3,Male,87,3,2,Married,2991,5223,0,Yes,11,3,2,0,7,2,3,3,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,6.0,Still Employed
106193,2019,44,Travel_Rarely,1302,Delivery,6,Masters,1255,1,Male,80,2,3,Married,4361,20071,3,Yes,17,3,2,0,10,2,1,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,6.0,Still Employed
106194,2019,35,Travel_Rarely,1237,HR,16,Masters,1333,3,Male,92,2,1,Single,8831,21088,2,Yes,16,3,4,1,13,2,2,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106195,2019,35,Travel_Rarely,678,Delivery,2,Diploma,702,3,Male,35,2,2,Married,5120,23255,0,No,15,3,1,1,9,2,3,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,6.0,Still Employed
106196,2019,28,Travel_Rarely,1021,Corporate Functions,9,Bachelors,1225,1,Female,53,3,1,Single,2435,14569,1,No,13,3,3,2,6,3,2,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L1,6.0,Still Employed
106197,2019,40,Travel_Rarely,243,Delivery,8,Doctorate,1465,4,Male,55,2,2,Single,13743,25161,2,No,11,3,2,0,16,4,2,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L3,6.0,Still Employed
106198,2019,27,Travel_Rarely,1175,Delivery,14,Bachelors,1902,4,Male,71,2,1,Married,4640,23814,0,No,17,3,3,1,8,2,2,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,6.0,Still Employed
106199,2019,40,Travel_Rarely,1292,Sales,13,Bachelors,1371,3,Female,69,3,3,Married,13473,7790,4,No,18,3,2,0,12,2,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L3,6.0,Still Employed
106200,2019,38,Travel_Rarely,1408,Corporate Functions,5,Bachelors,817,3,Male,59,3,3,Married,4717,2272,4,No,14,3,4,0,8,2,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106201,2019,41,Travel_Rarely,513,Product,1,Masters,609,1,Male,63,2,3,Married,6808,2153,2,No,16,3,1,0,10,2,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106202,2019,39,Travel_Rarely,927,Product,25,Bachelors,796,2,Male,98,2,2,Single,4440,11841,1,No,12,3,3,0,9,3,2,3,3,3,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106203,2019,29,Travel_Rarely,1102,Sales,15,Diploma,276,3,Male,81,2,3,Married,9645,12919,1,No,16,3,3,0,8,2,3,3,2,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106204,2019,35,Travel_Rarely,1126,Sales,5,Bachelors,1897,3,Female,65,2,1,Married,5207,5742,2,No,19,3,2,0,10,4,2,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106205,2019,45,Travel_Rarely,270,Product,4,Masters,1438,3,Female,51,3,3,Married,7416,17274,1,No,12,3,2,1,11,2,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106206,2019,40,Travel_Rarely,665,Marketing,5,Diploma,1665,4,Male,67,2,2,Married,6271,15653,3,No,13,3,1,1,12,2,2,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106207,2019,37,Non-Travel,1254,Product,17,Masters,977,3,Male,81,3,3,Divorced,4703,6306,1,Yes,16,3,2,0,8,3,3,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106208,2019,37,Travel_Rarely,510,Sales,7,Doctorate,1680,3,Male,58,3,2,Married,4913,7570,3,No,18,3,3,0,11,2,2,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106209,2019,32,Travel_Rarely,267,Delivery,19,Doctorate,176,3,Female,62,2,3,Married,4303,12757,0,No,11,3,3,0,12,3,3,3,2,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106210,2019,33,Travel_Rarely,1329,Product,3,Bachelors,1911,3,Male,60,3,4,Married,9870,24352,1,Yes,14,3,3,2,10,3,3,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,6.0,Still Employed
106211,2019,48,Non-Travel,987,Delivery,16,Doctorate,299,3,Female,89,3,4,Married,6852,23796,1,No,15,3,1,1,7,0,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106212,2019,35,Travel_Rarely,957,Product,1,Masters,541,1,Female,92,3,3,Married,16093,22511,3,No,18,3,3,0,12,2,3,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L4,6.0,Still Employed
106213,2019,33,Travel_Rarely,1247,Marketing,16,Doctorate,349,3,Male,73,2,3,Single,10252,12681,2,No,16,3,3,0,12,2,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106214,2019,39,Travel_Rarely,804,Sales,22,Bachelors,797,2,Female,80,2,2,Married,10764,9075,3,No,14,3,2,0,20,2,2,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L3,6.0,Still Employed
106215,2019,28,Travel_Rarely,1465,Delivery,16,Diploma,408,2,Male,67,3,1,Married,5677,4806,0,No,18,3,2,0,9,2,2,3,2,1,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,6.0,Still Employed
106216,2019,29,Travel_Rarely,186,Delivery,9,Bachelors,445,3,Male,40,2,2,Married,8299,11946,1,No,14,3,1,1,7,2,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,6.0,Still Employed
106217,2019,32,Travel_Rarely,889,Product,1,Doctorate,1656,2,Female,36,2,2,Married,6861,19352,1,Yes,13,3,3,1,8,2,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106218,2019,28,Travel_Rarely,803,HR,1,Doctorate,1715,2,Male,57,2,2,Married,3821,4064,0,No,12,3,3,0,8,4,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L1,6.0,Still Employed
106219,2019,32,Travel_Frequently,641,Sales,10,Doctorate,99,3,Male,70,2,2,Single,4094,15901,1,No,17,3,1,2,8,3,3,3,3,3,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,6.0,Still Employed
106220,2019,28,Travel_Rarely,1476,HR,1,Doctorate,357,2,Female,77,2,1,Single,6519,26657,1,No,20,4,1,0,7,5,1,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,6.0,Still Employed
106221,2019,44,Travel_Rarely,1013,Delivery,7,Bachelors,534,1,Female,60,3,3,Divorced,5222,7272,5,No,13,3,3,2,17,2,3,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106222,2019,39,Travel_Rarely,751,Sales,11,Diploma,1817,2,Female,47,3,1,Married,4443,10755,1,No,12,3,2,1,14,2,3,3,2,3,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106223,2019,46,Travel_Rarely,1002,Corporate Functions,18,Bachelors,1339,2,Male,92,1,1,Married,10894,19959,2,Yes,16,3,2,0,25,1,2,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,6.0,Still Employed
106224,2019,51,Travel_Rarely,598,Delivery,10,Doctorate,956,3,Female,69,3,3,Single,19562,24767,3,No,13,3,2,1,33,1,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L5,6.0,Still Employed
106225,2019,46,Travel_Rarely,938,Sales,7,Doctorate,61,3,Male,48,2,2,Divorced,6976,21355,1,No,11,3,2,0,19,2,2,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,6.0,Still Employed
106226,2019,30,Travel_Rarely,1094,Marketing,9,Masters,1814,1,Female,64,2,3,Married,9683,2748,8,No,14,3,2,0,9,3,2,3,3,1,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L3,6.0,Still Employed
106227,2019,51,Travel_Rarely,1452,Sales,6,Masters,548,3,Female,35,2,3,Married,16602,10214,1,No,13,3,3,0,30,2,1,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L4,6.0,Still Employed
106228,2019,40,Travel_Rarely,1200,Sales,14,Diploma,1385,3,Female,80,3,3,Married,5820,13927,3,No,16,3,1,2,13,2,2,3,2,3,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106229,2019,36,Travel_Rarely,514,Delivery,15,Bachelors,517,4,Female,64,3,2,Divorced,7480,7051,2,No,16,3,4,2,11,3,2,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106230,2019,55,Travel_Rarely,904,Corporate Functions,7,Diploma,557,3,Female,85,3,1,Married,13258,18315,8,Yes,11,3,3,2,35,0,2,3,3,3,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L4,6.0,Still Employed
106231,2019,41,Travel_Rarely,1131,Product,5,Bachelors,185,2,Male,72,3,2,Single,5389,10226,8,No,19,3,4,0,16,2,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106232,2019,38,Travel_Rarely,1262,Sales,21,Doctorate,382,1,Male,59,2,3,Divorced,3370,24439,1,No,17,3,1,2,8,2,3,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L1,6.0,Still Employed
106233,2019,45,Travel_Rarely,706,Corporate Functions,2,Bachelors,1856,3,Male,82,3,3,Married,8579,19990,3,No,14,3,3,0,12,3,2,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,6.0,Still Employed
106234,2019,37,Travel_Rarely,1202,Marketing,8,Doctorate,521,3,Male,64,2,3,Single,7546,13797,3,Yes,16,3,3,1,8,2,2,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,6.0,Still Employed
106235,2019,39,Travel_Rarely,583,HR,11,Doctorate,1752,2,Male,78,2,1,Married,2462,20470,1,No,17,3,2,1,6,2,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,6.0,Still Employed
106236,2019,39,Travel_Rarely,1075,Marketing,6,Bachelors,961,1,Male,59,1,3,Married,6516,12413,0,No,12,3,1,0,8,3,2,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106237,2019,28,Travel_Rarely,804,Delivery,1,Bachelors,1811,2,Female,45,1,4,Divorced,6816,19265,1,No,12,3,2,0,7,2,3,3,3,1,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106238,2019,27,Travel_Rarely,1103,Product,2,Diploma,906,3,Female,42,3,3,Married,5502,3385,1,No,12,3,1,0,7,3,2,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106239,2019,26,Travel_Rarely,705,Product,5,Bachelors,1172,3,Male,60,3,3,Single,2727,9931,2,No,19,3,2,0,7,2,2,3,2,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,6.0,Still Employed
106240,2019,38,Travel_Rarely,857,HR,16,Masters,239,2,Male,90,3,3,Married,2851,16539,8,No,14,3,3,1,13,2,3,3,1,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,6.0,Still Employed
106241,2019,30,Travel_Rarely,389,Delivery,5,Doctorate,2036,1,Male,73,3,1,Married,9913,3698,0,No,18,3,2,0,9,2,3,3,2,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106242,2019,31,Travel_Rarely,924,Delivery,13,Bachelors,750,1,Male,86,3,3,Divorced,4712,24087,1,No,14,3,1,0,8,2,3,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,6.0,Still Employed
106243,2019,46,Travel_Rarely,933,Marketing,6,Bachelors,1378,3,Male,52,3,1,Married,3377,22774,4,No,12,3,3,0,10,3,3,3,3,2,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,6.0,Still Employed
106244,2019,35,Travel_Rarely,638,HR,5,Diploma,1798,3,Male,73,3,2,Married,3016,6183,4,No,17,3,3,2,10,1,2,3,3,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,6.0,Still Employed
106245,2019,35,Travel_Rarely,784,Sales,2,Masters,731,2,Female,76,2,2,Married,7059,13425,1,No,16,3,3,1,7,2,3,3,2,2,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,6.0,Still Employed
106246,2019,53,Travel_Rarely,367,Corporate Functions,5,Bachelors,1341,3,Male,45,2,4,Married,5211,16415,4,No,18,3,3,0,11,2,3,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,6.0,Still Employed
106247,2019,51,Travel_Rarely,410,Sales,16,Bachelors,1810,1,Male,74,3,2,Married,3038,22306,2,No,12,3,3,1,9,4,2,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,6.0,Still Employed
106248,2019,34,Travel_Rarely,654,HR,10,Doctorate,1613,3,Female,91,2,2,Married,5086,15362,0,No,14,3,2,1,7,2,1,3,1,3,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,6.0,Still Employed
106249,2019,32,Travel_Rarely,1161,HR,5,Diploma,1232,1,Male,56,2,4,Married,4740,23648,0,No,12,3,1,1,11,5,2,3,1,2,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,6.0,Still Employed
106250,2019,27,Travel_Rarely,965,Product,7,Masters,1812,3,Male,55,3,4,Divorced,4031,5205,1,No,14,3,1,0,6,5,3,3,2,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,6.0,Still Employed
106251,2019,35,Travel_Rarely,316,Marketing,27,Diploma,1293,2,Male,72,2,3,Married,5545,17367,5,No,13,3,1,2,9,1,3,3,2,2,2,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,6.0,Still Employed
106252,2019,33,Travel_Rarely,301,HR,28,Masters,1356,2,Male,83,3,3,Married,5449,17485,3,No,12,3,1,2,10,1,2,3,3,3,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,6.0,Still Employed
106253,2019,57,Travel_Rarely,1266,HR,4,Masters,943,3,Male,37,2,2,Married,10555,9230,2,No,12,3,3,1,23,3,3,3,1,1,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L3,6.0,Still Employed
